,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
39912,31019621,Luxury on 5th Ave St. Regis 2 King BR Suite 5 Star,26556695,Manhattan,Midtown,40.76024,-73.97483000000001,Entire home/apt,1999,1,0,365
39932,31038331,Splendid Midtown Studio w/ Gym + Doorman by Blueground,107434423,Manhattan,Midtown,40.751459999999994,-73.99,Entire home/apt,215,30,0,2
39933,31038347,"Cheery Midtown 1BR w/ Doorman + Gym, near MSG by Blueground",107434423,Manhattan,Midtown,40.75313,-73.98863,Entire home/apt,227,30,0,329
39972,31055254,In the heart of midtown manhattan - CONVENIENCE,69446035,Manhattan,Midtown,40.75094,-73.98100000000001,Entire home/apt,100,1,0,365
40004,31073162,Luxury high floor 1bdrm in prime midtown location!,150723893,Manhattan,Midtown,40.75318,-73.98649,Entire home/apt,300,3,0,0
40037,31090310,Awesome 1 bedroom near Flatiron 30 day minimum.,171812142,Manhattan,Midtown,40.74366,-73.98343,Entire home/apt,145,30,0,151
40108,31125134,Huge Private Room w/ Private Bathroom in Flatiron!,89509928,Manhattan,Midtown,40.74329,-73.98340999999999,Private room,120,3,9,0
40131,31143457,Empire State Building Views in Luxury 1 Bedroom,4783028,Manhattan,Midtown,40.75334,-73.98719,Entire home/apt,250,2,4,0
40134,31144697,Midtown East 2 bedroom apartment,232784693,Manhattan,Midtown,40.75376,-73.96669,Entire home/apt,350,3,10,207
40160,31153254,TOURISTS DREAM - Room steps from Grand Central,50241946,Manhattan,Midtown,40.750170000000004,-73.97241,Private room,250,2,20,1
40332,31283533,New York City Home w/ Full Amenities,39179346,Manhattan,Midtown,40.75414,-73.96595,Entire home/apt,110,1,8,238
40351,31291169,Cosy studio in the heart of Manhattan,52728780,Manhattan,Midtown,40.753409999999995,-73.97116,Entire home/apt,200,7,0,0
40394,31315479,Chic Eclectic Midtown Apartment,42037177,Manhattan,Midtown,40.754940000000005,-73.96437,Private room,300,3,2,365
40403,31318780,Enjoy a luxury suite during your Manhattan visit!,234172613,Manhattan,Midtown,40.76425,-73.9802,Private room,300,3,0,0
40516,31409410,Wyndham Midtown New-York,207618240,Manhattan,Midtown,40.75225,-73.97131999999999,Private room,300,3,0,338
40566,31447999,Stunning Modern 1br with Private Balcony & Views,13773574,Manhattan,Midtown,40.76616,-73.98228,Entire home/apt,225,30,0,365
40582,31466893,Corner 1br w/ Private Balcony w/ Central Park View,13773574,Manhattan,Midtown,40.76473,-73.98131,Entire home/apt,225,30,0,343
40584,31468463,MINS From Central Park / 5th Ave Sleep 9 Manhattan,120242215,Manhattan,Midtown,40.76263,-73.97664,Entire home/apt,299,3,3,38
40588,31470251,Stunning Centra Park View - Huge Sunny Corner 1br,13773574,Manhattan,Midtown,40.765390000000004,-73.98336,Entire home/apt,225,30,0,343
40653,31534613,New Oceanside home just 5 houses from beach side B,37136163,Manhattan,Midtown,40.75164,-73.98042,Entire home/apt,600,7,0,281
40734,31615207,Wyndham Midtown 45 New York City Presidential,96086378,Manhattan,Midtown,40.75359,-73.97325,Entire home/apt,1295,1,1,289
40762,31651200,Private room in Midtown Manhattan with Balcony,10318796,Manhattan,Midtown,40.75403,-73.9715,Private room,160,2,0,0
40765,31652405,"Private room,29fl in luxury bldg Midtown Manhattan",237320600,Manhattan,Midtown,40.7532,-73.97140999999999,Private room,119,2,1,0
40788,31671411,ELEVATOR Doorman GYM Studio 5225,16098958,Manhattan,Midtown,40.750029999999995,-73.97059,Entire home/apt,135,30,0,156
40796,31676259,Huge 1br ** Priv.Balcony & River Views ** Gym*Pool,13773574,Manhattan,Midtown,40.76497,-73.98191,Entire home/apt,225,30,0,328
40807,31690969,Stay in the ❤️of Manhattan!,14892784,Manhattan,Midtown,40.75979,-73.96463,Private room,100,1,20,7
40831,31715312,Manhattan Studio 4,204811322,Manhattan,Midtown,40.74827,-73.98865,Entire home/apt,230,3,2,29
40884,31797655,Spacious studio - 5 Mins to Times Square,37412692,Manhattan,Midtown,40.76697,-73.98176,Entire home/apt,105,30,0,339
40964,31871475,"Smart Midtown 1BR w/Private Roofdeck, near C.Park by Blueground",107434423,Manhattan,Midtown,40.76175,-73.97592,Entire home/apt,267,30,0,188
40987,31879273,Renovated Studio in the heart of Manhattan,105344359,Manhattan,Midtown,40.75408,-73.96831,Entire home/apt,120,2,4,0
41043,31909623,Wyndham Midtown 45 New York City 1 BR Apt w/View,96086378,Manhattan,Midtown,40.75342,-73.97135,Entire home/apt,699,1,1,333
41045,31916725,EMPIRE ST VIEW>Luxury 3BR 2BA BALCONY High fl>Gym,129079212,Manhattan,Midtown,40.748290000000004,-73.98326,Entire home/apt,799,5,3,346
41053,31924097,Authentic Midtown Manhattan Studio,225011474,Manhattan,Midtown,40.74595,-73.98439,Entire home/apt,250,1,41,125
41090,31953973,Luxury 1 Bedroom -Midtown/Times Square/Centralpark,37412692,Manhattan,Midtown,40.76467,-73.98277,Entire home/apt,115,30,0,362
41172,32032602,Live Like a New Yorker,96710414,Manhattan,Midtown,40.75741,-73.96372,Entire home/apt,120,2,8,328
41184,32039920,Spacious 3 bdrms/ 2 baths  Prime Manhattan,238133848,Manhattan,Midtown,40.757020000000004,-73.96503,Entire home/apt,450,30,3,154
41217,32058864,LUXURY IN MIDTOWN WEST-DOORMAN/GYM/LAUNDRY,200380610,Manhattan,Midtown,40.75569,-73.98154,Entire home/apt,600,30,0,110
41241,32091007,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Manhattan,Midtown,40.75445,-73.96471,Entire home/apt,159,30,0,249
41249,32102590,Cute Studio in Central of Midtown,211549023,Manhattan,Midtown,40.7467,-73.98706,Entire home/apt,220,2,4,283
41251,32104047,Wyndham Midtown 45 at New York City - Bedroom,194953121,Manhattan,Midtown,40.75204,-73.97278,Entire home/apt,699,2,0,132
41272,32123225,Top Luxury 3BR 2BA Balcony ->Gym City& River Views,65929049,Manhattan,Midtown,40.74838,-73.98444,Entire home/apt,799,5,2,343
41276,32126629,Midtown - United Nations - MOMA - East River Apt,62436749,Manhattan,Midtown,40.75483,-73.96991,Entire home/apt,295,4,0,270
41303,32163798,"BEST LOCATION! Flatiron! Large 2 Bedroom, Terrace",3280640,Manhattan,Midtown,40.74437,-73.98848000000001,Entire home/apt,250,3,18,26
41335,32186945,Private Master Bedroom with Ensuite Bath HK,25043035,Manhattan,Midtown,40.76638,-73.98311,Private room,100,1,4,0
41338,32189352,Wyndham Midtown 45 - Hotel Room,77021411,Manhattan,Midtown,40.752309999999994,-73.97331,Private room,300,4,0,0
41347,32201182,Beautiful 1BR in Heart of Midtown Manhattan,26817172,Manhattan,Midtown,40.75828,-73.96829,Entire home/apt,250,1,11,336
41358,32214481,Elegant Studio-Loft in Flatiron / NoMad,117717201,Manhattan,Midtown,40.74338,-73.98557,Entire home/apt,210,4,3,156
41434,32238694,Midtown 2 Bed Large Full Kitchen & Free Breakfast,214347105,Manhattan,Midtown,40.75431,-73.96518,Entire home/apt,419,3,6,326
41488,32242547,Times Square & Rockefeller Center Private Bedroom,93411405,Manhattan,Midtown,40.7597,-73.97916,Private room,150,2,0,0
41556,32305506,Large Studio Doorman Elevator 5241,16098958,Manhattan,Midtown,40.75629,-73.96548,Entire home/apt,135,30,0,332
41560,32306605,"Sharp UES 2BR w/Indoor pool, Doorman + City views by Blueground",107434423,Manhattan,Midtown,40.759009999999996,-73.96198000000001,Entire home/apt,365,30,0,341
41628,32364378,Grand Central 1 bedroom apartment,56025976,Manhattan,Midtown,40.753370000000004,-73.97334000000001,Entire home/apt,160,2,7,12
41712,32434711,Studio Resort in Manhattan-Wyndham Midtown 45,243627109,Manhattan,Midtown,40.75169,-73.97301999999999,Private room,250,4,2,76
41804,32501820,Queen size bed private room for 2,191011879,Manhattan,Midtown,40.754490000000004,-73.9677,Private room,250,1,0,268
41811,32506530,VERY LARGE NEW STUDIO+LARGE SLEEPING LOFT+DOORMAN,243614369,Manhattan,Midtown,40.74757,-73.98564,Entire home/apt,145,3,7,36
41847,32540677,Spacious studio with outdoor deck in Hells Kitchen,230165497,Manhattan,Midtown,40.76607,-73.9826,Entire home/apt,140,30,1,327
41896,32564618,Furnished apartment United nation! Doorman 5243,16098958,Manhattan,Midtown,40.756190000000004,-73.9654,Entire home/apt,135,30,0,306
41927,32587918,One Bedroom Apartment in Central of Midtown.,211549023,Manhattan,Midtown,40.747659999999996,-73.9868,Entire home/apt,260,2,2,259
42104,32695489,"New Years Eve, The Manhattan Club (A268)",244746656,Manhattan,Midtown,40.76447,-73.9816,Entire home/apt,840,1,0,4
42105,32695731,New York City - Double Room (A140),244746656,Manhattan,Midtown,40.75169,-73.97335,Entire home/apt,315,1,0,3
42106,32695762,"New York City, Double Hotel Room (A142)",244746656,Manhattan,Midtown,40.75215,-73.97269,Entire home/apt,315,1,0,3
42107,32695800,Thanksgiving - New York City (A144),244746656,Manhattan,Midtown,40.75166,-73.97323,Entire home/apt,315,1,0,3
42119,32700870,Heart of NYC! 4BR Incredible Location!,245324678,Manhattan,Midtown,40.757,-73.96906,Entire home/apt,199,2,10,103
42126,32711759,Luxury Studio in Nomad NYC,21056486,Manhattan,Midtown,40.74389,-73.98536999999999,Entire home/apt,150,10,0,111
42144,32721316,Make this New Year's Eve Special in NYC,64222121,Manhattan,Midtown,40.75333,-73.97266,Private room,450,3,0,160
42209,32766010,Private Studio in the Center of Manhattan,246432505,Manhattan,Midtown,40.74968,-73.98722,Entire home/apt,145,1,7,0
42306,32838270,Wyndham Midtown 45 in NYC,246225955,Manhattan,Midtown,40.7515,-73.97206,Entire home/apt,488,2,0,65
42347,32861073,San Carlos Hotel Executive Junior Suite(B)up to 4,173685298,Manhattan,Midtown,40.75628,-73.97072,Private room,375,1,2,179
42379,32890531,Distinctive 1BR in Midtown East by Sonder,219517861,Manhattan,Midtown,40.75544,-73.9829,Entire home/apt,177,29,0,354
42525,33010488,Midtown Pied-à-Terre Close to Central Park,4688336,Manhattan,Midtown,40.760490000000004,-73.97066,Entire home/apt,225,6,1,0
42604,33070416,Prime 1 bedroom Doorman Gym RoofDeck 5221,16098958,Manhattan,Midtown,40.74885,-73.98698,Entire home/apt,260,30,1,343
42605,33071794,Prime Location 44stDoorman Gym Studio!5217,16098958,Manhattan,Midtown,40.75032,-73.97143,Entire home/apt,175,30,0,342
42611,33072804,34th and 6th Ave - Doorman Gym Roofdeck 1 bed 5234,16098958,Manhattan,Midtown,40.74909,-73.98657,Entire home/apt,170,30,1,345
42629,33094168,Travelers Paradise Steps from Empire State Bld,230917343,Manhattan,Midtown,40.74758,-73.98276,Entire home/apt,299,3,8,306
42631,33094281,Times Square,247796242,Manhattan,Midtown,40.75492,-73.98026999999999,Private room,382,3,0,201
42637,33097224,Spacious Luxury 2B2B in the Heart of Manhattan,248554249,Manhattan,Midtown,40.74362,-73.98207,Entire home/apt,388,3,13,246
42689,33138120,Essex House in front of Central Park!,36793116,Manhattan,Midtown,40.76582,-73.97958,Entire home/apt,399,30,3,303
42708,33155206,"Central, spacious, beautiful, well-appointed 1-br",13564519,Manhattan,Midtown,40.763090000000005,-73.98063,Entire home/apt,190,3,1,84
42750,33187617,Midtown East Gem with PRIVATE Terrace,165776960,Manhattan,Midtown,40.76054,-73.96449,Entire home/apt,130,30,1,148
42753,33189755,"San Carlos Hotel One Bedrm Suite/3 beds, up to 6",173685298,Manhattan,Midtown,40.75475,-73.97243,Private room,399,1,1,364
42776,33216329,1 BR Suite in Midtown Manhattan,24831061,Manhattan,Midtown,40.76453,-73.98035,Private room,250,1,0,0
42778,33216589,Luxury City Lights Suite,24831061,Manhattan,Midtown,40.76428,-73.98083000000001,Entire home/apt,310,1,0,0
42780,33216902,Midtown Manhattan Suite,24831061,Manhattan,Midtown,40.76543,-73.98078000000001,Entire home/apt,261,1,0,0
42805,33235936,Amazing Studio in the heart of Midtown Manhattan,250252296,Manhattan,Midtown,40.747890000000005,-73.98702,Entire home/apt,220,4,10,297
42808,33238238,Luxury Suite in Midtown Manhattan,24831061,Manhattan,Midtown,40.7643,-73.98199,Entire home/apt,310,1,2,0
42813,33241012,Manhattan Club Suite,24831061,Manhattan,Midtown,40.76425,-73.9809,Entire home/apt,310,1,0,0
42816,33241841,Spacious Manhattan Club Suite,24831061,Manhattan,Midtown,40.76403,-73.98191,Entire home/apt,275,1,0,0
42817,33241978,1 BR Suite in Midtown Manhattan,24831061,Manhattan,Midtown,40.763909999999996,-73.98071,Private room,250,1,0,0
42819,33242898,Luxury Metropolitan Suite,24831061,Manhattan,Midtown,40.76559,-73.98026,Entire home/apt,275,1,0,0
42891,33307926,Short term Queen size sofa-bed in living room,747681,Manhattan,Midtown,40.76446,-73.98123000000001,Private room,95,3,1,5
42925,33339676,Sunny Large Studio Elevator Doorman Gym UN 5226,16098958,Manhattan,Midtown,40.751909999999995,-73.9698,Entire home/apt,140,30,0,311
42980,33373366,Full  Private Studio - No Roommate Hassle,251418685,Manhattan,Midtown,40.7531,-73.96986,Entire home/apt,130,4,2,63
43004,33391968,Quiet Room in 3bed apt. Near Grand Central. NYC,111807108,Manhattan,Midtown,40.745259999999995,-73.98163000000001,Private room,48,30,1,0
43009,33397385,Midtown Manhattan great location (Gramacy park),16105313,Manhattan,Midtown,40.744820000000004,-73.98366999999999,Entire home/apt,5100,30,1,343
43043,33416246,Extra Large Midtown East 1 Bedroom Elevator,61391963,Manhattan,Midtown,40.75577,-73.96727,Entire home/apt,142,30,0,310
43105,33448577,Midtown 2 BED Large Kitchen Free Breakfast Great,214347105,Manhattan,Midtown,40.75277,-73.96594,Entire home/apt,419,4,1,218
43150,33474649,"private room for women, central location in NYC",175152790,Manhattan,Midtown,40.745670000000004,-73.98478,Private room,65,1,14,0
43187,33497909,"Beautiful, Comfortable Studio",252432969,Manhattan,Midtown,40.7545,-73.97067,Entire home/apt,260,1,14,139
43226,33526801,new years eve week,239770902,Manhattan,Midtown,40.75383,-73.97207,Private room,350,5,0,353
43313,33579775,Hotel Room at Midtown 45 at New York City,154673872,Manhattan,Midtown,40.75325,-73.97176,Private room,250,5,0,0
43351,33607276,"Central Herald Sq.1BR w/ Roofdeck, Gym next to the subway by Blueground",107434423,Manhattan,Midtown,40.74875,-73.98675,Entire home/apt,334,30,0,311
43412,33639841,"Large furnished studio, East 56 St., NYC",191021802,Manhattan,Midtown,40.75967,-73.96786,Entire home/apt,120,30,0,159
43484,33682555,"Midtown 2 Bed United Nations Loc, Full Kitchen",214347105,Manhattan,Midtown,40.75088,-73.96958000000001,Entire home/apt,419,3,1,343
43486,33682910,Gorgeous and Huge One BR and sofa bed in LR too!,1328716,Manhattan,Midtown,40.75544,-73.96452,Entire home/apt,195,2,1,117
43489,33683615,Monthly**Lux 2bed/2bath* Flatiron Midtown Doorman!,253888808,Manhattan,Midtown,40.74472,-73.98526,Entire home/apt,306,30,2,320
43496,33687456,New York at Christmas Time! Dec. 17-20,253925102,Manhattan,Midtown,40.75166,-73.97154,Private room,600,3,0,96
43519,33701468,Best Location! Spacious 3BR in Center of NYC!,253128090,Manhattan,Midtown,40.76167,-73.96944,Entire home/apt,149,2,7,163
43580,33736715,Executive Living off Fifth Ave and Central Park,61391963,Manhattan,Midtown,40.762229999999995,-73.97588,Entire home/apt,159,60,0,353
43592,33743424,★COLUMBUS CIRCLE★FULL FLOOR LOFT~5 Beds@BROADWAY,254358202,Manhattan,Midtown,40.765229999999995,-73.98156999999999,Entire home/apt,549,5,7,207
43608,33749115,Sensational Midtown East Dream Near E/M Trains,254372359,Manhattan,Midtown,40.75452,-73.97091999999999,Entire home/apt,250,5,7,161
43626,33771250,Marriott Vacation Club Pulse New York City,53481729,Manhattan,Midtown,40.75104,-73.9852,Entire home/apt,275,1,0,0
43634,33775190,LUXURY Building in the Heart of Manhattan!,253978780,Manhattan,Midtown,40.7528,-73.97091999999999,Entire home/apt,150,12,4,118
43640,33776470,West 57th Club by Hilton Club Studio Available,85385725,Manhattan,Midtown,40.76494,-73.97822,Private room,300,1,1,364
43646,33778352,PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),28580275,Manhattan,Midtown,40.75625,-73.96415999999999,Private room,119,2,6,297
43653,33781532,Fabulous 3BR/3BA NoMad Midtown LOFT,253474169,Manhattan,Midtown,40.74615,-73.98872,Entire home/apt,800,3,13,84
43656,33783249,Is a beautiful place for recharge good energy....,110907551,Manhattan,Midtown,40.74501,-73.98319000000001,Private room,150,10,0,89
43677,33800016,COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!,28580275,Manhattan,Midtown,40.756609999999995,-73.96396,Private room,100,2,4,314
43799,33880913,Perfect Midtown East 1 Bed Just One Flight Stairs,255853430,Manhattan,Midtown,40.75886,-73.96596,Entire home/apt,200,5,12,127
43853,33909511,Executive room for professional.,1709718,Manhattan,Midtown,40.7651,-73.97808,Private room,199,1,1,350
43921,33944331,Gorgeous 2br apartment on Madison Ave,255190901,Manhattan,Midtown,40.74602,-73.98486,Entire home/apt,339,3,20,86
43947,33962961,Manhattan Studio with Great Location!,16881166,Manhattan,Midtown,40.75563,-73.9691,Entire home/apt,200,28,0,82
44040,34008808,"Open Midtown 2BR w/ Doorman, Gym, 5 min walk to Subway, by Blueground",107434423,Manhattan,Midtown,40.745459999999994,-73.98679,Entire home/apt,377,30,0,341
44041,34009172,Charming NoMad Studio w/ Gym + Doorman by Blueground,107434423,Manhattan,Midtown,40.74403,-73.98701,Entire home/apt,274,30,0,353
44062,34017530,*** HEART OF MANHATTAN (Herald Square) ***,150879430,Manhattan,Midtown,40.74944,-73.98338000000001,Private room,99,14,0,25
44126,34056750,Wyndham Midtown 45 at New York City,91854658,Manhattan,Midtown,40.75196,-73.97269,Entire home/apt,500,4,0,5
44186,34090389,Iconic New York penthouse with wraparound terrace,22123114,Manhattan,Midtown,40.75797,-73.96356,Entire home/apt,225,14,1,240
44247,34125094,★INCREDIBLE LOCATION★HELLO TIMES SQ & CENTRAL PARK,257188989,Manhattan,Midtown,40.76413,-73.97691,Entire home/apt,189,2,10,36
44260,34142194,QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,48711094,Manhattan,Midtown,40.74607,-73.98371999999999,Private room,95,2,10,0
44277,34148267,"Stunning Private Apt, Perfect Location Premium Bed",14552154,Manhattan,Midtown,40.74411,-73.98209,Entire home/apt,239,3,5,319
44337,34181176,"Flat at EMPIRE STATE BUILDING! 
doorman & rooftop",53720018,Manhattan,Midtown,40.74798,-73.987,Entire home/apt,299,2,0,0
44437,34227846,Great New York-korea town Shared room,179336958,Manhattan,Midtown,40.74605,-73.98634,Shared room,65,3,1,353
44454,34234242,Empire state building neighbor,44803585,Manhattan,Midtown,40.74673,-73.98191,Entire home/apt,300,1,4,235
44502,34261963,Bright Furnished Room in Midtown East!,6466170,Manhattan,Midtown,40.755140000000004,-73.96773,Private room,109,60,0,327
44503,34262617,Manhattan Tourists' warm home 3,257997585,Manhattan,Midtown,40.75843,-73.97053000000001,Private room,129,7,9,128
44515,34278125,Magnificent Penthouse Suite in Midtown Manhattan,24413996,Manhattan,Midtown,40.764590000000005,-73.98167,Private room,395,2,0,0
44567,34305492,"Clean, Modern Sun-filled 2BD Home in Midtown East",258001528,Manhattan,Midtown,40.75607,-73.96768,Entire home/apt,325,4,4,157
44592,34315235,Pleasant 1BR in Midtown East by Sonder,219517861,Manhattan,Midtown,40.755720000000004,-73.98331,Entire home/apt,217,29,0,343
44683,34352766,*PRIVATE* Bedroom near Central Park,259357065,Manhattan,Midtown,40.76381,-73.97314,Private room,175,3,0,0
44686,34356012,Entire Apartment -the best for relax and enjoy NYC,30686388,Manhattan,Midtown,40.75568,-73.96675,Entire home/apt,240,4,1,19
44705,34368412,Your Sanctuary next to Times Square New York,259087876,Manhattan,Midtown,40.75721,-73.98013,Private room,150,1,8,50
44725,34372753,Spacious Manhattan Apartment,40038018,Manhattan,Midtown,40.761520000000004,-73.97176,Entire home/apt,449,5,2,132
44763,34392073,Designer 4 Bedroom + 2Bath Duplex Condo in Midtown,166700941,Manhattan,Midtown,40.75785,-73.96905,Entire home/apt,399,5,8,145
44778,34396858,"LUXURY Brownstone, 13 ft ceilings, exposed brick",37149108,Manhattan,Midtown,40.74534,-73.98108,Entire home/apt,250,3,0,364
44779,34397198,Tranquility on Times Square VIP Room King Bed,259087876,Manhattan,Midtown,40.75845,-73.98026,Private room,325,1,6,67
44796,34404561,Prime Midtown!Steps to Grand Central!,256573368,Manhattan,Midtown,40.75436,-73.97254000000001,Entire home/apt,89,3,1,186
44876,34446327,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,140823633,Manhattan,Midtown,40.76208,-73.97171999999999,Entire home/apt,750,2,4,263
44935,34478718,Luxury Sky Loft: 2 Bedroom/ 2 Baths on Madison Ave,257642062,Manhattan,Midtown,40.760940000000005,-73.97318,Entire home/apt,599,5,4,135
44945,34483343,Steps to Central Park,260425153,Manhattan,Midtown,40.7647,-73.97452,Private room,100,1,0,365
44946,34483424,Are You Ready for Central Park State of Mind?,260425153,Manhattan,Midtown,40.76393,-73.97594000000001,Private room,400,1,0,245
44947,34483425,Steps to Times Square,260425153,Manhattan,Midtown,40.76443,-73.97588,Private room,350,1,2,365
44948,34483426,Are You Ready for Central Park State of Mind?,260425153,Manhattan,Midtown,40.76425,-73.97641999999999,Private room,475,1,0,343
44949,34483427,Mesmerizing Central Park View Awaits You!,260425153,Manhattan,Midtown,40.76471,-73.97454,Private room,475,1,0,361
44950,34483430,Stunning View of Central Park,260425153,Manhattan,Midtown,40.76535,-73.97556,Private room,425,1,0,351
44951,34483431,Heart of Midtown Manhattan,260425153,Manhattan,Midtown,40.76395,-73.97622,Private room,450,1,3,365
44952,34483432,Manhattan Accommodation Across Central Park,260425153,Manhattan,Midtown,40.76427,-73.97618,Private room,375,1,1,349
44953,34483433,Staycation Next to Central Park,260425153,Manhattan,Midtown,40.7649,-73.97601999999999,Private room,450,1,0,350
44954,34483434,Luxuriate in Captivating Beauty of Central Park,260425153,Manhattan,Midtown,40.764759999999995,-73.9762,Private room,500,1,0,362
44955,34483436,Steps to Fifth Avenue Shopping Area,260425153,Manhattan,Midtown,40.764590000000005,-73.97416,Private room,425,1,1,357
44956,34483439,Are You Ready for Central Park State of Mind?,260425153,Manhattan,Midtown,40.76393,-73.9758,Private room,450,1,0,355
44957,34483440,Fall in Love with Central Park Again and Again,260425153,Manhattan,Midtown,40.76443,-73.97478000000001,Private room,450,1,0,336
44958,34483443,Are You Ready for Central Park State of Mind?,260425153,Manhattan,Midtown,40.76559,-73.97632,Private room,425,1,1,340
44966,34485317,Modern Luxury Queen Room Near Central Park,261761719,Manhattan,Midtown,40.764759999999995,-73.98246,Private room,100,1,0,297
44968,34485697,Modern One Bedroom Suite Near Central Park,261761719,Manhattan,Midtown,40.76413,-73.98431,Private room,100,1,0,290
44969,34485698,Modern Private King Room Near Central Park,261761719,Manhattan,Midtown,40.76352,-73.9828,Private room,100,1,0,294
44970,34485699,Modern Two Queen Near Central Park,261761719,Manhattan,Midtown,40.764790000000005,-73.98307,Private room,100,1,0,299
44971,34485702,Modern King Bed roll-in shower Near Central Park,261761719,Manhattan,Midtown,40.76413,-73.98435,Private room,100,1,0,271
44981,34486925,Nobel Expereices -  Central Park & Carnegie Hall,261761196,Manhattan,Midtown,40.765809999999995,-73.9835,Private room,100,1,0,309
44982,34487108,Delue Expereinces around Central Park with Family,261761196,Manhattan,Midtown,40.76555,-73.98272,Private room,100,1,0,321
44983,34487247,Premier King Room close to Central Park & 5th Ave,261761196,Manhattan,Midtown,40.76574,-73.98201,Private room,100,1,0,318
44984,34487373,Luxury ADA King Room close to Central Park,261761196,Manhattan,Midtown,40.76547,-73.98252,Private room,100,1,0,319
44985,34487491,Spacious Luxuary Kind Bed in Prime Central Park,261761196,Manhattan,Midtown,40.76368,-73.98225,Private room,100,1,0,311
45002,34490359,One Bedroom Penthouse Suite in Times Square,260618374,Manhattan,Midtown,40.754490000000004,-73.98737,Private room,100,1,0,312
45004,34490361,Deluxe King Bed Mobility Accessible Roll-in Shower,260618374,Manhattan,Midtown,40.754709999999996,-73.98781,Private room,100,1,0,352
45007,34490364,Luxury City View Studio with one King bed,260618374,Manhattan,Midtown,40.75507,-73.98883000000001,Private room,100,1,0,364
45024,34493247,Central Park Condo,257396181,Manhattan,Midtown,40.76547,-73.97952,Entire home/apt,250,30,1,342
45031,34498765,Huge Family Apt in Times Square - private elevator,260383024,Manhattan,Midtown,40.75546,-73.99095,Entire home/apt,945,2,11,264
45061,34511326,Fabulous 2Bed 2Bath- Gym-Drman-Roof-Playr-High end,236572440,Manhattan,Midtown,40.75535,-73.96469,Entire home/apt,340,30,0,297
45062,34511422,Exquisite 2 Bed/2Bath all modern and High end Furn,236572440,Manhattan,Midtown,40.75697,-73.96311999999999,Entire home/apt,340,30,0,365
45063,34511584,Fifth Avenue Ultra Luxurious Large 3 Bed- Gym/Dorm,65388010,Manhattan,Midtown,40.762609999999995,-73.9768,Entire home/apt,560,30,0,337
45069,34514860,Gorgeous Well-Lit Home 5 Min To Grand Central,221718743,Manhattan,Midtown,40.746109999999994,-73.98228,Entire home/apt,350,2,4,86
45081,34517087,Large Queen Room Near Flatiron Building & Union Sq,260577152,Manhattan,Midtown,40.74365,-73.98716999999999,Private room,350,1,0,363
45083,34517657,Large King Room Near Flatiron Building & Union Sq,260577152,Manhattan,Midtown,40.74478,-73.98618,Private room,300,1,0,360
45084,34517660,2 Queen Bed Spacious Room near Flatiron & Union Sq,260577152,Manhattan,Midtown,40.74366,-73.98607,Private room,250,1,0,361
45085,34517661,370 sq ft King Room near Flatiron & Union Sq,260577152,Manhattan,Midtown,40.74343,-73.9857,Private room,500,1,0,363
45086,34517663,Grand Deluxe King with Outdoor Terrace,260577152,Manhattan,Midtown,40.74433,-73.98555,Private room,250,1,0,10
45087,34517666,700 sqft Manhattan Suite near Flatiron & Union Sq,260577152,Manhattan,Midtown,40.74476,-73.98550999999999,Private room,350,1,0,327
45088,34517667,775 sqft Park Ave. Suite near Flatiron & Union Sq,260577152,Manhattan,Midtown,40.743109999999994,-73.98675,Private room,300,1,0,362
45089,34517668,980 sqft Royalton Suite near Flatiron & Union Sq,260577152,Manhattan,Midtown,40.74501,-73.98668,Private room,350,1,0,361
45090,34518079,Park Avenue Suite with Large Outdoor Terrace,260577152,Manhattan,Midtown,40.742909999999995,-73.9868,Private room,400,1,0,330
45091,34518082,980 sqft Royalton Suite with Large Outdoor Terrace,260577152,Manhattan,Midtown,40.743120000000005,-73.98589,Private room,350,1,0,345
45275,34647727,Your Haven on Times Square in NYC,259087876,Manhattan,Midtown,40.7573,-73.98043,Private room,150,1,8,52
45281,34649950,"Neat, luxury apartment bedroom for rent!",46344957,Manhattan,Midtown,40.74798,-73.98751,Private room,86,7,0,0
45333,34680900,Massive 3 BR/2 BR + Dinning Room Prime Manhattan,146001596,Manhattan,Midtown,40.757059999999996,-73.96679,Entire home/apt,585,30,1,139
45336,34681597,One Bedroom 12/3 & 12/4 -Rockefeller Tree Lighting,45733814,Manhattan,Midtown,40.763870000000004,-73.9809,Private room,150,2,0,0
45352,34687393,Cozy bedroom in the hearth of NYC!,43359332,Manhattan,Midtown,40.74493,-73.98484,Private room,130,5,2,74
45378,34711204,Spacious Deluxe Accommodation in the heart of NYC!,260193759,Manhattan,Midtown,40.74822,-73.98555,Private room,100,1,0,274
45385,34714231,Exclusive Modern Deluxe Room in the heart of NYC!,260193759,Manhattan,Midtown,40.74674,-73.98735,Private room,100,1,3,269
45391,34716458,Art-Gallery Penthouse: 3BD Home in Midtown East,261852969,Manhattan,Midtown,40.75613,-73.96904,Entire home/apt,499,5,5,189
